aqi,so2,co,pm10,no2,o3(8h),pm25,Class
67,8,3,24,32,67,33,2
67,2,3,29,32,67,47,2
72,8,6,31,32,67,72,2
78,2,5,38,32,67,78,2
68,5,3,39,32,67,68,2
90,8,3,41,32,67,90,2
69,5,5,42,32,67,69,2
76,18,6,43,32,67,76,2
68,18,5,44,32,67,68,2
72,2,3,47,32,67,72,2
74,5,5,50,32,67,74,2
67,2,5,51,32,67,61,2
94,10,3,52,32,67,94,2
69,5,3,57,32,67,69,2
108,12,6,59,32,67,108,3
84,8,3,61,32,67,84,2
102,5,3,65,32,67,102,3
67,20,2,21,33,67,38,2
67,2,2,22,33,67,45,2
67,5,2,25,33,67,52,2
67,5,3,35,33,67,57,2
92,5,5,46,33,67,92,2
67,8,6,46,33,67,61,2
79,8,3,50,33,67,79,2
84,10,6,57,33,67,84,2
104,8,5,61,33,67,104,3
86,5,5,64,33,67,86,2
105,8,6,64,33,67,105,3
100,5,5,65,33,67,100,2
67,2,5,33,35,67,63,2
67,8,3,34,35,67,48,2
67,2,6,39,35,67,62,2
68,12,5,48,35,67,68,2
80,8,6,48,35,67,80,2
113,5,6,70,35,67,113,3
67,8,3,25,37,67,37,2
67,5,5,26,37,67,51,2
67,2,2,31,37,67,39,2
79,5,5,37,37,67,79,2
67,5,3,39,37,67,55,2
67,15,5,40,37,67,66,2
67,5,2,43,37,67,52,2
70,2,5,49,37,67,70,2
89,8,6,52,37,67,89,2
75,8,6,63,37,67,75,2
93,8,6,66,37,67,93,2
129,25,7,77,37,67,129,3
67,12,3,29,38,67,39,2
67,5,3,32,38,67,61,2
67,8,3,39,38,67,60,2
67,8,5,43,38,67,58,2
90,5,5,52,38,67,90,2
80,10,5,55,38,67,80,2
67,5,3,23,40,67,42,2
67,8,6,32,40,67,67,2
67,10,5,33,40,67,52,2
80,8,5,58,40,67,80,2
97,40,5,61,40,67,97,2
96,5,6,61,40,67,96,2
67,5,3,33,42,67,60,2
67,10,5,34,42,67,65,2
82,10,5,53,42,67,82,2
101,5,6,63,42,67,101,3
69,8,3,64,42,67,69,2
107,8,6,66,42,67,107,3
67,0,5,18,43,67,25,2
67,20,8,38,43,67,66,2
67,5,5,39,43,67,67,2
82,5,6,43,43,67,82,2
67,12,5,46,43,67,62,2
70,5,5,44,45,67,70,2
67,8,5,49,45,67,63,2
69,8,5,29,47,67,69,2
67,2,3,33,47,67,42,2
67,5,3,41,47,67,65,2
67,2,3,45,47,67,36,2
82,18,8,50,47,67,82,2
89,2,3,53,47,67,89,2
113,12,6,60,47,67,113,3
67,5,5,30,48,67,53,2
82,8,6,57,48,67,82,2
104,5,5,74,48,67,104,3
67,2,5,20,50,67,29,2
67,2,5,21,50,67,40,2
73,2,3,42,50,67,73,2
89,8,5,77,50,67,89,2
67,2,5,28,51,67,38,2
67,8,6,38,51,67,65,2
96,5,6,62,51,67,96,2
105,5,6,71,51,67,105,3
67,5,6,29,52,67,56,2
86,5,11,39,52,67,86,2
97,12,6,59,52,67,97,2
67,5,2,26,53,67,52,2
67,8,2,32,53,67,56,2
80,5,7,44,53,67,80,2
81,5,7,48,53,67,81,2
76,8,7,49,53,67,76,2
67,8,2,26,54,67,33,2
82,32,5,48,54,67,82,2
67,8,3,52,54,67,63,2
67,2,8,20,55,67,28,2
97,8,6,52,55,67,97,2
87,5,7,54,55,67,87,2
117,28,8,66,55,67,117,3
67,8,6,35,56,67,63,2
67,5,7,28,57,67,58,2
86,10,7,43,57,67,86,2
81,8,7,51,57,67,81,2
77,5,6,53,57,67,77,2
96,12,5,65,57,67,96,2
67,10,6,48,58,67,67,2
82,20,5,48,59,67,82,2
125,10,7,60,59,67,125,3
67,5,6,33,60,67,58,2
88,5,8,49,60,67,88,2
97,8,6,51,60,67,97,2
132,32,7,80,61,67,132,3
93,22,6,57,62,67,93,2
86,12,6,51,64,67,86,2
71,5,2,15,2,71,28,2
71,0,1,55,2,71,66,2
71,2,1,16,3,71,22,2
71,0,1,38,3,71,43,2
71,0,1,43,3,71,36,2
71,2,2,33,5,71,66,2
71,5,2,33,5,71,48,2
71,2,2,9,7,71,17,2
71,5,1,26,7,71,38,2
71,5,2,34,7,71,53,2
71,5,2,36,7,71,60,2
95,5,5,43,7,71,95,2
71,2,3,67,7,71,58,2
71,2,2,13,8,71,25,2
71,2,1,19,8,71,34,2
71,5,2,20,8,71,31,2
71,5,1,22,8,71,36,2
71,0,2,23,8,71,50,2
71,2,2,24,8,71,38,2
71,5,2,25,8,71,52,2
71,8,2,30,8,71,60,2
71,0,1,33,8,71,58,2
71,5,3,33,8,71,52,2
71,2,2,38,8,71,52,2
71,2,3,38,8,71,63,2
71,2,2,42,8,71,68,2
71,0,2,14,10,71,20,2
71,2,1,17,10,71,34,2
71,2,1,18,10,71,28,2
71,12,2,28,10,71,27,2
71,2,2,29,10,71,44,2
71,5,2,32,10,71,35,2
71,0,2,34,10,71,57,2
71,8,3,37,10,71,65,2
71,0,3,38,10,71,65,2
71,2,3,53,10,71,65,2
71,5,2,13,12,71,30,2
71,2,2,17,12,71,30,2
71,2,1,23,12,71,42,2
71,2,2,23,12,71,29,2
71,8,1,27,12,71,46,2
71,0,3,29,12,71,39,2
71,5,2,30,12,71,37,2
71,2,2,31,12,71,61,2
71,5,2,33,12,71,39,2
71,0,3,33,12,71,69,2
71,2,1,35,12,71,58,2
71,0,2,38,12,71,62,2
71,2,2,39,12,71,68,2
89,5,3,47,12,71,89,2
141,2,6,65,12,71,141,3
81,2,2,81,12,71,59,2
71,2,2,15,13,71,23,2
71,5,1,16,13,71,27,2
71,5,1,19,13,71,31,2
71,2,2,19,13,71,34,2
71,5,2,20,13,71,24,2
71,2,2,24,13,71,38,2
71,2,2,25,13,71,29,2
71,2,2,26,13,71,47,2
71,5,2,26,13,71,39,2
71,2,3,26,13,71,52,2
71,15,3,26,13,71,38,2
71,2,1,29,13,71,39,2
71,2,3,31,13,71,46,2
71,5,2,35,13,71,52,2
72,2,3,37,13,71,72,2
71,2,2,40,13,71,37,2
71,2,2,10,15,71,33,2
71,12,5,19,15,71,34,2
71,5,2,23,15,71,23,2
71,8,2,24,15,71,31,2
71,10,2,31,15,71,53,2
71,5,1,36,15,71,46,2
71,0,3,39,15,71,49,2
71,5,6,43,15,71,68,2
73,8,2,56,15,71,73,2
71,2,1,20,17,71,35,2
71,2,2,22,17,71,31,2
71,2,2,22,17,71,52,2
71,0,3,23,17,71,44,2
71,2,2,30,17,71,58,2
71,5,3,32,17,71,57,2
71,5,3,38,17,71,56,2
71,5,3,42,17,71,70,2
71,2,3,46,17,71,63,2
71,5,3,47,17,71,65,2
87,12,5,57,17,71,87,2
103,5,3,61,17,71,103,3
128,8,6,62,17,71,128,3
71,5,2,15,18,71,29,2
71,5,2,19,18,71,33,2
71,10,2,24,18,71,36,2
71,5,2,28,18,71,35,2
71,22,3,32,18,71,55,2
71,8,2,34,18,71,59,2
71,5,2,46,18,71,54,2
71,5,3,48,18,71,68,2
131,5,7,64,18,71,131,3
71,2,5,16,20,71,44,2
71,5,2,18,20,71,33,2
71,2,3,18,20,71,26,2
71,8,2,27,20,71,38,2
71,5,3,29,20,71,32,2
71,10,3,35,20,71,69,2
71,2,3,38,20,71,56,2
71,5,2,39,20,71,55,2
74,5,3,44,20,71,74,2
71,8,3,49,20,71,53,2
92,8,5,55,20,71,92,2
119,5,6,56,20,71,119,3
71,2,3,20,22,71,30,2
71,12,2,21,22,71,28,2
71,2,2,24,22,71,49,2
71,8,2,26,22,71,33,2
71,5,2,28,22,71,47,2
71,5,2,28,22,71,33,2
71,5,2,30,22,71,44,2
71,5,5,37,22,71,55,2
71,10,6,40,22,71,66,2
84,2,3,41,22,71,84,2
72,18,5,43,22,71,72,2
72,2,3,47,22,71,72,2
75,5,3,48,22,71,75,2
71,5,5,50,22,71,66,2
85,8,6,51,22,71,85,2
81,10,3,61,22,71,81,2
71,2,3,17,23,71,27,2
71,2,2,19,23,71,31,2
71,5,2,19,23,71,39,2
71,2,3,19,23,71,31,2
71,2,3,20,23,71,38,2
71,8,3,31,23,71,43,2
73,5,3,33,23,71,73,2
75,22,3,34,23,71,75,2
71,2,3,35,23,71,59,2
75,22,3,38,23,71,75,2
71,5,2,40,23,71,42,2
71,2,3,40,23,71,60,2
76,5,3,45,23,71,76,2
75,2,3,59,23,71,75,2
71,2,3,24,25,71,31,2
71,8,3,33,25,71,54,2
77,2,5,38,25,71,77,2
71,5,5,38,25,71,69,2
71,5,3,39,25,71,64,2
79,5,3,46,25,71,79,2
71,5,5,47,25,71,71,2
97,2,7,54,25,71,97,2
71,2,3,12,27,71,25,2
71,2,3,15,27,71,32,2
71,8,2,31,27,71,42,2
71,5,3,34,27,71,70,2
71,0,2,35,27,71,38,2
71,8,2,38,27,71,37,2
74,8,3,49,27,71,74,2
85,5,3,50,27,71,85,2
71,2,3,18,28,71,29,2
71,0,3,27,28,71,61,2
71,2,2,31,28,71,53,2
71,5,5,31,28,71,68,2
71,8,7,33,28,71,54,2
71,8,5,40,28,71,63,2
71,8,3,42,28,71,58,2
72,10,3,46,28,71,72,2
74,2,5,47,28,71,74,2
77,5,5,49,28,71,77,2
96,15,3,54,28,71,96,2
92,5,5,57,28,71,92,2
89,8,5,57,28,71,89,2
108,2,5,61,28,71,108,3
97,2,3,97,28,71,66,2
71,5,3,21,30,71,38,2
71,5,3,25,30,71,29,2
71,5,3,35,30,71,61,2
89,5,5,36,30,71,89,2
71,5,3,38,30,71,60,2
75,30,6,40,30,71,75,2
71,2,3,41,30,71,56,2
80,5,5,47,30,71,80,2
71,12,5,47,30,71,70,2
71,5,2,50,30,71,59,2
71,8,3,52,30,71,61,2
71,2,3,24,32,71,49,2
71,2,3,26,32,71,50,2
71,2,3,27,32,71,61,2
71,5,3,27,32,71,46,2
71,18,5,31,32,71,53,2
71,2,5,37,32,71,61,2
71,8,5,49,32,71,67,2
71,8,3,51,32,71,63,2
103,5,5,51,32,71,103,3
71,5,3,52,32,71,66,2
74,2,5,59,32,71,74,2
104,5,6,71,32,71,104,3
120,5,5,79,32,71,120,3
71,2,3,24,33,71,52,2
71,2,3,24,33,71,44,2
71,2,2,25,33,71,49,2
71,5,3,26,33,71,40,2
71,5,3,33,33,71,42,2
71,15,5,35,33,71,63,2
77,5,5,38,33,71,77,2
71,2,3,40,33,71,60,2
71,10,5,41,33,71,59,2
77,5,5,42,33,71,77,2
80,5,5,44,33,71,80,2
71,5,6,50,33,71,63,2
86,8,5,64,33,71,86,2
71,2,3,21,35,71,29,2
71,2,5,24,35,71,38,2
71,2,5,26,35,71,35,2
71,18,2,33,35,71,60,2
71,22,6,38,35,71,71,2
79,5,5,42,35,71,79,2
79,2,5,45,35,71,79,2
71,5,3,50,35,71,67,2
71,5,5,50,35,71,71,2
71,8,5,51,35,71,71,2
78,8,5,52,35,71,78,2
89,8,5,56,35,71,89,2
99,8,5,60,35,71,99,2
71,18,6,67,35,71,67,2
71,8,2,21,37,71,35,2
71,10,3,21,37,71,28,2
71,5,3,28,37,71,49,2
71,18,3,29,37,71,55,2
71,10,3,30,37,71,65,2
71,18,3,31,37,71,56,2
71,5,5,32,37,71,43,2
71,2,3,35,37,71,61,2
71,5,6,38,37,71,63,2
71,5,6,39,37,71,71,2
71,2,3,43,37,71,70,2
95,8,5,60,37,71,95,2
106,2,5,63,37,71,106,3
96,8,6,64,37,71,96,2
71,2,3,20,38,71,36,2
71,2,3,21,38,71,47,2
71,5,5,30,38,71,63,2
71,5,3,33,38,71,60,2
85,2,6,44,38,71,85,2
79,8,5,33,40,71,79,2
71,5,6,33,40,71,56,2
71,2,3,34,40,71,51,2
71,12,5,39,40,71,69,2
109,10,7,55,40,71,109,3
124,10,6,63,40,71,124,3
149,20,11,73,40,71,149,3
71,8,3,25,42,71,41,2
71,2,5,30,42,71,56,2
74,8,6,36,42,71,74,2
72,5,3,52,42,71,72,2
72,10,5,56,42,71,72,2
71,2,5,23,43,71,40,2
71,8,3,29,43,71,38,2
71,5,3,31,43,71,52,2
71,8,3,35,43,71,63,2
71,8,7,40,43,71,71,2
71,10,3,44,43,71,55,2
74,10,6,46,43,71,74,2
71,2,5,49,43,71,59,2
71,5,3,24,45,71,42,2
88,8,5,49,45,71,88,2
81,8,6,53,45,71,81,2
71,5,5,56,45,71,67,2
94,5,6,56,45,71,94,2
103,8,6,68,45,71,103,3
98,12,5,72,45,71,98,2
125,5,3,79,45,71,125,3
73,38,5,34,47,71,73,2
91,5,5,66,47,71,91,2
71,2,5,36,48,71,66,2
76,12,6,43,48,71,76,2
86,8,5,46,48,71,86,2
103,8,6,61,48,71,103,3
84,5,3,64,48,71,84,2
114,25,6,66,48,71,114,3
71,8,2,14,50,71,26,2
71,8,3,30,50,71,,2
71,10,5,43,50,71,63,2
87,5,5,52,50,71,87,2
77,8,5,52,50,71,77,2
78,10,5,54,50,71,78,2
96,5,5,55,50,71,96,2
77,15,3,57,50,71,77,2
75,10,5,43,51,71,75,2
110,8,6,67,51,71,110,3
71,5,7,28,52,71,61,2
71,10,5,29,52,71,59,2
71,10,7,31,52,71,58,2
71,5,5,51,52,71,69,2
76,5,6,62,52,71,76,2
152,8,7,69,52,71,152,4
78,5,6,43,53,71,78,2
97,18,5,52,53,71,97,2
71,15,7,40,54,71,69,2
71,8,3,26,55,71,51,2
71,10,2,40,55,71,71,2
71,22,6,43,55,71,68,2
90,2,5,58,55,71,90,2
109,8,6,67,55,71,109,3
71,10,3,18,57,71,34,2
71,5,9,40,57,71,60,2
71,8,2,45,57,71,42,2
88,5,7,48,59,71,88,2
71,8,9,33,60,71,71,2
99,10,7,57,61,71,99,2
71,12,5,44,63,71,64,2
71,10,2,30,64,71,40,2
96,8,5,53,64,71,96,2
91,8,6,52,69,71,91,2
74,0,2,25,0,74,29,2
74,2,1,4,2,74,4,2
74,2,2,18,2,74,27,2
74,2,3,28,2,74,59,2
74,0,1,48,2,74,39,2
74,0,1,28,3,74,36,2
74,0,1,30,3,74,34,2
74,0,2,36,3,74,70,2
74,0,1,43,3,74,31,2
74,0,2,43,5,74,41,2
74,0,2,56,5,74,59,2
74,0,2,67,5,74,53,2
74,2,1,24,7,74,34,2
74,2,5,6,8,74,23,2
74,2,1,20,8,74,27,2
74,2,2,22,8,74,51,2
74,5,2,23,10,74,40,2
74,5,2,26,10,74,52,2
74,5,3,26,10,74,55,2
74,2,2,30,10,74,31,2
84,2,5,39,10,74,84,2
74,5,2,42,10,74,67,2
89,5,6,75,10,74,89,2
74,2,2,22,12,74,31,2
74,5,2,22,12,74,36,2
74,5,3,23,12,74,48,2
74,5,2,25,12,74,39,2
74,2,2,27,12,74,29,2
74,2,1,28,12,74,51,2
74,2,2,29,12,74,33,2
76,2,3,39,12,74,76,2
74,2,3,39,12,74,66,2
74,5,2,43,12,74,47,2
74,0,3,43,12,74,56,2
84,8,3,55,12,74,84,2
74,5,3,20,13,74,35,2
74,2,2,24,13,74,39,2
74,2,2,25,13,74,56,2
74,5,2,26,13,74,55,2
74,2,2,27,13,74,56,2
74,5,2,33,13,74,58,2
74,2,3,34,13,74,46,2
74,2,2,38,13,74,46,2
74,8,3,39,13,74,70,2
74,2,2,46,13,74,44,2
80,2,2,80,13,74,64,2
74,2,1,23,15,74,43,2
74,10,2,24,15,74,24,2
74,2,2,25,15,74,44,2
74,2,3,31,15,74,55,2
74,2,2,32,15,74,54,2
74,2,3,34,15,74,61,2
74,2,3,40,15,74,71,2
74,5,2,45,15,74,74,2
74,2,3,46,15,74,67,2
74,2,3,51,15,74,55,2
74,8,2,18,17,74,45,2
74,2,2,20,17,74,30,2
74,8,2,21,17,74,31,2
74,5,3,24,17,74,33,2
74,2,5,27,17,74,51,2
74,2,2,29,17,74,62,2
74,0,2,31,17,74,62,2
74,2,3,33,17,74,50,2
74,2,3,37,17,74,68,2
74,2,2,39,17,74,60,2
95,5,5,46,17,74,95,2
79,5,3,48,17,74,79,2
74,12,2,53,17,74,39,2
85,5,5,53,17,74,85,2
77,2,3,77,17,74,69,2
74,8,1,27,18,74,53,2
74,5,2,30,18,74,34,2
74,8,3,33,18,74,58,2
74,5,3,35,18,74,57,2
79,0,3,36,18,74,79,2
74,2,2,42,18,74,74,2
74,5,3,43,18,74,64,2
74,8,3,46,18,74,74,2
75,8,3,51,18,74,75,2
74,2,2,13,20,74,28,2
74,2,3,26,20,74,41,2
74,8,2,30,20,74,51,2
74,8,5,31,20,74,35,2
74,5,2,33,20,74,36,2
74,8,2,35,20,74,38,2
74,8,3,35,20,74,66,2
74,5,2,37,20,74,40,2
74,2,2,38,20,74,43,2
74,8,5,40,20,74,69,2
74,2,3,42,20,74,67,2
74,2,5,43,20,74,59,2
84,8,5,51,20,74,84,2
74,10,5,53,20,74,61,2
123,5,6,53,20,74,123,3
77,5,3,58,20,74,77,2
74,2,3,15,22,74,41,2
74,2,2,21,22,74,34,2
74,12,3,24,22,74,47,2
74,2,2,26,22,74,34,2
74,5,3,26,22,74,49,2
74,12,3,35,22,74,58,2
74,2,5,35,22,74,56,2
74,2,3,36,22,74,53,2
74,5,3,37,22,74,68,2
74,12,3,38,22,74,49,2
82,5,3,39,22,74,82,2
82,78,5,44,22,74,82,2
89,15,3,58,22,74,89,2
94,2,3,94,22,74,64,2
74,8,2,23,23,74,41,2
74,2,2,25,23,74,44,2
74,8,2,25,23,74,45,2
74,8,2,26,23,74,25,2
74,5,2,35,23,74,43,2
74,8,3,39,23,74,69,2
74,5,5,43,23,74,74,2
74,8,3,45,23,74,73,2
74,8,5,47,23,74,56,2
74,5,3,48,23,74,72,2
76,5,3,49,23,74,76,2
74,15,5,49,23,74,65,2
77,8,5,50,23,74,77,2
79,5,5,51,23,74,79,2
92,8,5,53,23,74,92,2
74,2,3,19,25,74,54,2
74,18,3,23,25,74,33,2
74,8,3,28,25,74,41,2
74,2,3,32,25,74,65,2
74,8,2,35,25,74,58,2
74,8,2,38,25,74,47,2
74,2,2,40,25,74,45,2
77,10,5,41,25,74,77,2
78,20,3,43,25,74,78,2
74,12,3,44,25,74,74,2
74,8,3,46,25,74,68,2
91,2,3,52,25,74,91,2
109,5,5,54,25,74,109,3
95,8,3,62,25,74,95,2
79,8,3,63,25,74,79,2
74,2,3,21,27,74,27,2
74,12,3,21,27,74,33,2
74,2,3,43,27,74,71,2
80,2,3,45,27,74,80,2
94,15,6,47,27,74,94,2
77,8,5,49,27,74,77,2
84,15,6,49,27,74,84,2
74,2,5,58,27,74,67,2
103,10,5,63,27,74,103,3
95,8,3,65,27,74,95,2
74,2,5,17,28,74,53,2
74,2,3,33,28,74,48,2
74,8,5,33,28,74,73,2
78,8,5,43,28,74,78,2
90,5,3,48,28,74,90,2
74,5,3,53,28,74,71,2
100,5,6,57,28,74,100,2
83,5,5,59,28,74,83,2
74,5,3,22,30,74,40,2
82,5,2,32,30,74,82,2
74,10,3,33,30,74,55,2
79,2,3,34,30,74,79,2
74,10,6,38,30,74,57,2
74,5,6,45,30,74,71,2
103,5,6,46,30,74,103,3
74,5,3,47,30,74,63,2
74,2,3,51,30,74,74,2
103,5,5,57,30,74,103,3
127,8,6,67,30,74,127,3
74,12,2,15,32,74,36,2
74,2,5,19,32,74,27,2
74,5,2,22,32,74,35,2
74,5,2,27,32,74,46,2
74,5,3,33,32,74,63,2
74,10,5,33,32,74,58,2
79,5,5,36,32,74,79,2
74,5,3,37,32,74,65,2
74,59,3,38,32,74,66,2
74,5,3,40,32,74,65,2
81,5,5,45,32,74,81,2
74,5,3,52,32,74,73,2
121,5,7,77,32,74,121,3
74,2,3,19,33,74,29,2
74,2,3,20,33,74,46,2
74,2,3,32,33,74,53,2
74,5,5,44,33,74,73,2
74,5,2,50,33,74,66,2
74,5,7,50,33,74,68,2
88,22,6,54,33,74,88,2
74,5,3,61,33,74,63,2
74,5,3,43,35,74,64,2
103,8,5,61,35,74,103,3
74,2,2,23,37,74,40,2
74,10,5,26,37,74,46,2
88,8,6,48,37,74,88,2
76,5,3,50,37,74,76,2
80,8,5,56,37,74,80,2
128,5,6,73,37,74,128,3
139,8,6,77,37,74,139,3
74,2,5,25,38,74,29,2
74,5,5,29,38,74,45,2
74,2,3,31,38,74,44,2
74,2,5,32,38,74,63,2
74,8,3,37,38,74,69,2
74,2,3,38,38,74,58,2
74,20,5,43,38,74,68,2
74,5,3,44,38,74,65,2
74,8,5,48,38,74,68,2
74,5,5,53,38,74,70,2
74,8,5,59,38,74,67,2
106,5,5,64,38,74,106,3
74,5,3,19,40,74,32,2
74,2,3,26,40,74,59,2
82,5,6,40,40,74,82,2
74,5,5,43,40,74,67,2
74,5,5,46,40,74,57,2
85,2,6,66,40,74,85,2
88,15,5,73,40,74,88,2
74,5,3,22,42,74,35,2
81,8,6,49,42,74,81,2
120,5,6,63,42,74,120,3
74,5,3,19,43,74,33,2
74,18,5,44,43,74,68,2
74,8,6,45,43,74,66,2
74,5,3,49,43,74,74,2
74,5,5,53,43,74,62,2
94,8,6,69,43,74,94,2
79,2,5,79,43,74,58,2
74,2,5,20,45,74,50,2
74,8,3,36,45,74,69,2
74,8,3,52,45,74,66,2
94,2,7,53,45,74,94,2
98,5,6,68,45,74,98,2
138,5,6,73,45,74,138,3
74,5,3,26,47,74,41,2
74,2,3,41,47,74,40,2
80,12,6,45,47,74,80,2
89,10,6,61,47,74,89,2
74,5,6,24,48,74,38,2
74,5,5,34,48,74,63,2
74,8,3,44,48,74,61,2
74,5,6,54,50,74,70,2
124,5,6,60,50,74,124,3
74,2,6,30,51,74,61,2
115,10,6,76,51,74,115,3
74,2,5,22,52,74,30,2
83,5,6,42,52,74,83,2
118,52,6,81,52,74,118,3
84,2,5,57,54,74,84,2
93,20,6,68,54,74,93,2
74,8,6,34,55,74,67,2
74,5,5,37,55,74,72,2
81,20,6,46,55,74,81,2
91,5,6,63,55,74,91,2
74,10,3,52,56,74,51,2
118,8,5,66,56,74,118,3
74,5,5,38,57,74,74,2
85,2,7,49,57,74,85,2
97,5,8,54,59,74,97,2
80,5,5,80,59,74,66,2
75,12,6,52,60,74,75,2
137,8,7,81,61,74,137,3
84,10,9,49,62,74,84,2
74,22,7,56,64,74,64,2
82,8,3,47,65,74,82,2
94,10,6,51,65,74,94,2
100,8,7,53,66,74,100,2
74,5,8,52,67,74,63,2
77,5,2,18,0,77,29,2
77,2,1,13,2,77,18,2
77,0,2,52,2,77,57,2
77,2,2,5,3,77,12,2
77,2,2,35,3,77,55,2
77,0,2,56,3,77,65,2
77,2,2,38,5,77,65,2
77,0,2,39,5,77,28,2
77,0,3,19,7,77,41,2
77,2,1,23,7,77,30,2
77,2,2,22,8,77,42,2
77,2,2,8,10,77,22,2
77,2,2,18,10,77,34,2
77,5,2,22,10,77,37,2
77,2,2,25,10,77,30,2
77,2,3,29,10,77,57,2
77,2,2,49,10,77,72,2
77,5,2,56,10,77,57,2
77,2,2,20,12,77,37,2
77,5,2,24,12,77,51,2
77,5,2,36,12,77,57,2
77,5,2,36,12,77,59,2
77,5,2,45,12,77,68,2
96,0,3,61,12,77,96,2
77,5,2,20,13,77,27,2
77,35,2,32,13,77,45,2
77,5,3,37,13,77,74,2
77,8,2,41,13,77,54,2
77,2,2,54,13,77,60,2
77,10,2,21,15,77,29,2
77,20,3,24,15,77,33,2
77,5,2,27,15,77,49,2
77,2,2,30,15,77,63,2
77,0,3,31,15,77,60,2
77,2,2,34,15,77,67,2
77,2,3,34,15,77,55,2
77,2,3,39,15,77,69,2
77,2,2,16,17,77,38,2
77,2,2,16,17,77,25,2
77,2,2,18,17,77,31,2
77,10,2,22,17,77,44,2
77,12,2,22,17,77,40,2
77,5,2,27,17,77,36,2
77,2,2,28,17,77,33,2
77,2,2,29,17,77,56,2
77,8,2,30,17,77,49,2
77,5,2,31,17,77,58,2
77,5,2,33,17,77,49,2
77,5,3,43,17,77,52,2
77,2,3,23,18,77,38,2
77,10,2,25,18,77,54,2
77,5,2,26,18,77,42,2
77,5,5,30,18,77,67,2
77,2,2,32,18,77,54,2
77,8,3,32,18,77,65,2
77,8,3,32,18,77,54,2
77,5,3,38,18,77,63,2
77,2,3,43,18,77,55,2
112,2,5,56,18,77,112,3
90,8,2,59,18,77,90,2
107,5,3,70,18,77,107,3
108,5,3,79,18,77,108,3
77,10,3,20,20,77,33,2
77,5,3,23,20,77,52,2
77,2,2,26,20,77,42,2
77,8,2,31,20,77,61,2
77,5,3,33,20,77,60,2
77,2,2,35,20,77,42,2
77,2,5,35,20,77,65,2
77,2,5,35,20,77,55,2
77,5,3,36,20,77,58,2
77,5,3,37,20,77,59,2
77,2,3,38,20,77,62,2
77,8,3,38,20,77,67,2
77,8,3,38,20,77,72,2
78,5,3,39,20,77,78,2
77,5,3,39,20,77,,2
77,2,6,43,20,77,55,2
77,2,3,45,20,77,67,2
77,5,3,50,20,77,65,2
78,8,5,52,20,77,78,2
83,25,3,63,20,77,83,2
123,5,5,72,20,77,123,3
77,5,3,18,22,77,43,2
77,15,5,30,22,77,62,2
77,5,3,33,22,77,52,2
77,5,2,34,22,77,47,2
77,8,2,35,22,77,61,2
77,2,2,36,22,77,44,2
77,2,3,43,22,77,74,2
77,10,3,55,22,77,59,2
125,2,3,74,22,77,125,3
90,2,3,90,22,77,73,2
77,2,5,19,23,77,34,2
77,5,3,26,23,77,44,2
77,5,5,31,23,77,54,2
77,2,3,33,23,77,54,2
77,2,3,33,23,77,73,2
77,15,3,34,23,77,44,2
78,5,5,38,23,77,78,2
77,5,3,40,23,77,73,2
77,15,5,40,23,77,67,2
77,10,2,41,23,77,66,2
77,5,5,41,23,77,55,2
77,8,5,45,23,77,56,2
77,8,3,50,23,77,74,2
91,5,5,52,23,77,91,2
77,8,2,58,23,77,43,2
77,5,3,18,25,77,37,2
77,5,2,19,25,77,31,2
77,2,2,22,25,77,41,2
77,2,2,42,25,77,58,2
77,2,5,45,25,77,69,2
77,22,6,47,25,77,72,2
77,8,5,54,25,77,72,2
81,5,2,64,25,77,81,2
82,2,3,82,25,77,69,2
77,2,2,29,27,77,53,2
77,5,5,34,27,77,52,2
85,85,3,36,27,77,67,2
77,5,5,38,27,77,63,2
77,8,5,50,27,77,68,2
84,5,5,56,27,77,84,2
77,8,5,61,27,77,77,2
102,5,3,64,27,77,102,3
77,2,2,23,28,77,39,2
77,5,5,24,28,77,47,2
77,0,3,25,28,77,36,2
77,2,3,25,28,77,45,2
77,8,5,26,28,77,55,2
77,15,3,27,28,77,58,2
77,2,3,45,28,77,67,2
77,5,5,46,28,77,74,2
97,8,3,47,28,77,97,2
82,5,3,54,28,77,82,2
94,10,7,54,28,77,94,2
100,8,3,57,28,77,100,2
77,10,3,20,30,77,37,2
77,12,2,24,30,77,37,2
79,5,2,26,30,77,79,2
77,15,3,27,30,77,53,2
77,2,2,30,30,77,43,2
77,5,2,37,30,77,57,2
77,8,3,50,30,77,68,2
77,5,6,50,30,77,71,2
95,8,5,56,30,77,95,2
82,2,3,60,30,77,82,2
77,5,3,61,30,77,72,2
113,10,5,72,30,77,113,3
79,8,3,78,30,77,79,2
77,2,3,11,32,77,29,2
77,5,5,13,32,77,23,2
77,10,2,18,32,77,40,2
77,5,2,25,32,77,54,2
77,5,6,29,32,77,67,2
77,8,5,31,32,77,62,2
77,2,2,32,32,77,63,2
77,2,5,37,32,77,50,2
77,2,5,39,32,77,67,2
77,15,5,40,32,77,37,2
77,2,5,42,32,77,55,2
108,5,6,52,32,77,108,3
87,5,3,58,32,77,87,2
83,5,5,62,32,77,83,2
82,5,3,82,32,77,68,2
77,2,5,17,33,77,40,2
77,2,3,42,33,77,52,2
77,10,5,43,33,77,50,2
85,5,3,46,33,77,85,2
77,2,3,51,33,77,76,2
77,10,7,53,33,77,68,2
98,8,5,70,33,77,98,2
77,2,3,13,35,77,30,2
